FishID,Weight (g),FrameIndex,Timestamp (s),FPS_Top,FPS_Front,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score
fish01,67.49,4151,207.55,20.0,20.0,18.735664726175127,11.30122152712246,18.266666666666666,155.68828213879405,49.10543073004716,2857,6821,473.7551514453841,269.9215592346086,800.8167106799928
fish01,67.49,4152,207.6,20.0,20.0,18.561496042664302,11.807567474177572,17.866666666666667,163.06408797876372,49.88471191241224,3012,6806,473.78005162489166,269.9261425679419,803.9461941928336
fish01,67.49,4153,207.65,20.0,20.0,17.804441920433106,12.53994612719817,17.866666666666667,168.4679560106181,51.110845533409176,3074,6882,473.7468398310156,269.93146808877526,805.1583079197909
fish01,67.49,4154,207.7,20.0,20.0,17.748651900604266,12.567841879969237,17.866666666666667,170.07963594994308,51.16976653150107,3061,6855,473.7345352367071,269.93838215127533,804.8929173879824
fish01,67.49,4155,207.75,20.0,20.0,17.514360857305057,12.517707970643135,17.866666666666667,165.66173682214634,50.73625730715917,2996,7075,470.7144266594784,269.94683267210854,800.5812593315869
fish01,67.49,4156,207.8,20.0,20.0,17.449655072010778,12.508159291315293,17.733333333333334,164.77057262040194,50.61053397338952,3001,7186,471.5600775281364,269.9549316304419,801.5350091585783
fish01,67.49,4157,207.85,20.0,20.0,17.00352805610803,12.784646077821307,17.733333333333334,167.1406901782328,50.67639661862434,3126,7265,471.4649472366145,269.9572298075252,803.9421770441397
fish01,67.49,4158,207.9,20.0,20.0,16.70991396677155,13.230899379353875,17.733333333333334,165.0739476678043,50.32290765683395,3110,7316,471.5332762509757,269.9621516825252,803.6954279335009
fish01,67.49,4167,208.35,20.0,20.0,16.941980897272593,13.631478882863004,16.133333333333333,188.3390216154721,52.2131741550677,4366,6720,470.3081891840994,267.0383626246028,824.6665518087023
fish01,67.49,4168,208.4,20.0,20.0,16.747245484660265,14.41042053331232,16.133333333333333,192.9465301478953,52.63925042545241,4480,6548,470.2248333740236,267.0445214787695,826.8693548527931
fish01,67.49,4169,208.45,20.0,20.0,16.941977925846007,14.410417561885737,16.266666666666666,195.99924156238143,52.76318709613132,4592,6313,470.3087569851346,267.04661783293614,829.1953748180707
fish01,67.49,4170,208.5,20.0,20.0,16.74724251323368,14.410417561885737,15.866666666666667,196.9852104664391,52.98325087930328,4704,6290,470.1544906358319,267.0505110621027,831.2850016979346
fish01,67.49,4171,208.55,20.0,20.0,17.13671333845834,14.410417561885737,15.066666666666666,198.7296169890026,53.239760602384834,4737,6069,470.1357624330121,267.052194005288,831.9279564383
fish01,67.49,4172,208.6,20.0,20.0,16.941977925846007,14.410417561885737,14.933333333333334,197.9142965491088,53.159908109363975,4765,5834,469.9819118976169,267.0612565043132,832.34316840193
fish01,67.49,4173,208.65,20.0,20.0,17.13671333845834,14.215682149273407,14.933333333333334,197.42131209708,52.99546536934815,4777,5778,469.9245721016589,267.0712630147299,832.5358351163887
fish01,67.49,4174,208.7,20.0,20.0,17.13671333845834,14.215682149273407,14.666666666666666,197.5161167993932,52.87981712169713,4792,5494,469.9285204908583,267.0709960876465,832.8395165785049
fish01,67.49,4175,208.75,20.0,20.0,17.13671333845834,14.215682149273407,14.666666666666666,198.74857792946528,53.01197108688008,4851,5199,470.0272733741855,267.0778808537695,834.1251542279549
fish01,67.49,4176,208.8,20.0,20.0,17.33145172249725,14.215685120699993,14.666666666666666,199.50701554797115,53.02130870206337,4868,5117,466.74472213132856,267.0841992136214,831.18892134495
fish01,67.49,4177,208.85,20.0,20.0,17.331448751070667,14.410417561885737,13.2,201.32726583238525,53.33244355289573,4910,5048,466.7429255084568,267.090455724038,832.0333812324948
fish01,67.49,4178,208.9,20.0,20.0,17.13671630988492,14.41042053331232,13.2,200.4929844520288,52.91236150885905,4913,4842,466.7221412319608,266.9853906198713,831.9675318518321
fish01,67.49,4179,208.95,20.0,20.0,17.13671630988492,14.41042053331232,14.0,200.5498672734168,52.940772525571205,4931,4583,466.6829061050227,266.99194010208987,832.2948462071125
fish01,67.49,4180,209.0,20.0,20.0,17.33145172249725,14.41042053331232,14.666666666666666,202.44596131968143,53.04594923379734,4965,4685,466.64750244726497,266.9998014233801,832.9473038706451
fish01,67.49,4181,209.05,20.0,20.0,17.33145172249725,14.41042053331232,14.666666666666666,202.14258627227903,52.9388742482694,4973,4524,466.61294580437936,271.33187498469886,837.4048207890783
fish01,67.49,4182,209.1,20.0,20.0,17.33145172249725,14.41042053331232,14.666666666666666,202.0288206295032,52.90890225760127,4987,4470,466.53502087852576,271.3440950367822,837.6191159153079
fish01,67.49,4183,209.15,20.0,20.0,17.33145172249725,14.41042053331232,14.533333333333331,202.73037542662112,52.97602838591961,4997,4333,466.5598949706277,271.10457030826154,837.6044652788892
fish01,67.49,4184,209.2,20.0,20.0,17.237839899393325,14.48246128512933,15.066666666666666,201.0997345468335,52.70125005362808,4948,4291,466.5750990500932,271.11366861418617,836.6487676642794
fish01,67.49,4185,209.25,20.0,20.0,17.33145172249725,14.215685120699993,14.133333333333333,200.7015547971179,52.45092303355421,4955,4111,466.62600619092416,271.1509016918501,836.8769078827744
fish01,67.49,4186,209.3,20.0,20.0,17.52618713510958,14.215685120699993,14.266666666666666,201.3462267728479,52.48246351960185,4963,4044,466.6101033516589,271.1946126255354,837.0647159771943
fish01,67.49,4187,209.35,20.0,20.0,17.52618713510958,14.215685120699993,14.266666666666666,199.1657186196435,52.26204817952216,4909,4120,466.5967354593914,271.24775390620766,836.024489365599
fish01,67.49,4188,209.4,20.0,20.0,17.52618713510958,14.215685120699993,14.266666666666666,199.71558589306025,52.30789234707451,4927,4106,466.5876340357463,271.3227441406144,836.4503781763606
fish01,67.49,4189,209.45,20.0,20.0,17.72092254772191,14.215685120699993,13.6,200.92908608266967,52.36258772120691,4973,3912,466.668285077413,271.365045572747,837.49333065016
fish01,67.49,4190,209.5,20.0,20.0,17.72092254772191,14.215685120699993,13.6,202.2563519150549,52.48887223674408,5033,4263,466.6742831230823,271.390550130113,838.7248332531952
fish01,67.49,4191,209.55,20.0,20.0,17.52618713510958,14.215685120699993,13.6,200.01896094046265,52.23422877848574,4967,4053,466.73733876499136,271.4286946611935,837.5060334261849
fish01,67.49,4192,209.6,20.0,20.0,17.33145172249725,14.215685120699993,13.6,199.50701554797115,51.96351136490672,5009,4057,466.6252553303849,271.94905924300093,838.754314573386
fish01,67.49,4193,209.65,20.0,20.0,17.52618713510958,14.215685120699993,12.4,200.7963594994312,52.10728216874854,5008,3886,466.5512969970515,271.98126952781683,838.6925665248683
fish01,67.49,4194,209.7,20.0,20.0,17.041728716272583,14.092919145666656,11.2,195.4493742889647,51.273747658383975,4875,3516,466.466618207296,271.97782226179976,835.9444404690958
fish01,67.49,4195,209.75,20.0,20.0,17.213867915426498,14.092919145666656,10.8,196.6818354190368,51.42181953256341,4898,3096,469.27722578620455,272.0473535117997,839.2845792980042
fish01,67.49,4196,209.8,20.0,20.0,17.213867915426498,14.092919145666656,10.933333333333334,196.3784603716344,51.403165798611006,4890,2958,469.3356980974928,272.0490494757335,839.1847475732263
fish01,67.49,4197,209.85,20.0,20.0,17.13671630988492,13.631478882863004,9.066666666666666,183.0489192263936,50.31610058281529,4564,2067,469.7321509440105,274.2199869079167,835.2321378519272
fish01,67.49,4198,209.9,20.0,20.0,16.941980897272593,13.631478882863004,9.066666666666666,184.03488813045124,50.386637862423584,4572,2050,469.6919296481474,274.6365364034017,835.7684660515492
fish01,67.49,4199,209.95,20.0,20.0,16.941980897272593,13.631478882863004,9.066666666666666,183.3333333333333,50.252001595329446,4546,2129,469.64294527314746,274.6255272759331,835.1884725490805
fish01,67.49,4200,210.0,20.0,20.0,16.941980897272593,13.631478882863004,9.066666666666666,183.0109973454683,50.266088409122055,4535,2101,469.64395169856687,274.6328286921077,834.9767803906747
fish01,67.49,4201,210.05,20.0,20.0,16.747245484660265,13.631478882863004,9.066666666666666,181.62684869169507,50.10853817163918,4529,2246,469.6531879392836,274.6343130815189,834.8675010208025
fish01,67.49,4202,210.1,20.0,20.0,16.747245484660265,13.631478882863004,7.2,179.88244216913156,50.02377117119101,4488,2065,469.5770031816646,273.5000975814819,832.8371007631465
fish01,67.49,4203,210.15,20.0,20.0,16.747245484660265,13.631478882863004,7.2,179.08608266970035,50.09936795455821,4464,2055,469.5596070673436,273.5565168523153,832.396123919659
fish01,67.49,4204,210.2,20.0,20.0,16.747245484660265,13.631478882863004,7.2,178.93439514599922,50.05136713487686,4460,2076,469.5286616319445,273.5553807637425,832.284042395687
fish01,67.49,4211,210.55,20.0,20.0,16.747245484660265,13.631478882863004,7.333333333333333,188.8320060675009,52.294118322358415,4549,2149,469.7233107204863,273.52858717176645,834.2318978922528
fish01,67.49,4297,214.85,20.0,20.0,24.023541189486664,7.79776769890762,8.266666666666666,154.62646947288582,56.251823209256685,2552,3271,465.8015747597588,263.83953125,780.6811060097587
fish01,67.49,4298,214.9,20.0,20.0,24.06639064654196,8.002423219170801,8.266666666666666,156.48464163822524,56.411404997166514,2556,3271,465.35516853974906,264.3683723958333,780.8435409355824
fish01,67.49,4299,214.95,20.0,20.0,24.063166648698267,7.913286364502456,8.266666666666666,156.08646188850963,56.5574040459466,2597,3271,465.0673300274696,264.3685807291667,781.3759107566364
fish01,67.49,4300,215.0,20.0,20.0,23.945000442017044,8.125761936678211,8.266666666666666,159.61319681456197,56.36337648286084,2571,3271,464.55441336080287,261.8681510416667,777.8425644024695
fish01,67.49,4312,215.6,20.0,20.0,24.24114618680313,7.97622563669252,8.4,159.29086082669698,57.33645568560806,2647,3235,463.1630892462836,262.09449856499566,778.1975878112792
fish01,67.49,4313,215.65,20.0,20.0,24.226020139777027,8.025569146547262,8.4,159.87864998103905,57.59110984564496,2601,3232,463.0278507078382,262.1057582979731,777.1536090058113
fish01,67.49,4315,215.75,20.0,20.0,23.968930826011693,8.18714120991165,8.4,162.2487675388699,57.38477855685972,2608,3232,463.0344129683695,262.13110335005643,777.3255163184259
fish01,67.49,4316,215.8,20.0,20.0,24.05900070862743,8.060511637462403,8.4,162.26772847933256,57.25992673322146,2626,3232,462.7082106281798,262.1292413708898,777.3574519990696
fish01,67.49,4510,225.5,20.0,20.0,16.702841971501506,8.40899237581673,16.133333333333333,106.76905574516496,42.495932598889645,1577,15817,477.1534053656495,268.489371744781,777.1827771104305
fish01,67.49,4511,225.55,20.0,20.0,17.1708134299369,8.287388971434405,16.4,110.84565794463404,42.87157203693657,1578,15923,477.1434400878719,268.4948632801903,777.1983033680622
fish01,67.49,4515,225.75,20.0,20.0,18.716197424909723,7.251402578618516,17.066666666666666,101.27038301099734,43.39658817686165,1564,16147,477.7393868528579,268.4922167734676,777.5116036263255
fish01,67.49,4516,225.8,20.0,20.0,18.854946703538666,7.759991952744587,16.266666666666666,106.29503223359876,44.03449865556536,1617,16181,477.690502510052,268.51200519748267,778.5425077075347
fish01,67.49,4569,228.45,20.0,20.0,24.74710436268903,10.472161567336611,22.133333333333333,222.65832385286308,61.56439659176448,4030,15404,438.9409067109849,270.678974478817,790.2198811898019
fish01,67.49,4570,228.5,20.0,20.0,24.76052183942931,10.427651082820828,22.266666666666666,220.6863860447478,61.37246917727408,4039,15622,439.0002210503285,270.67573879215456,790.455959842483
fish01,67.49,4571,228.55,20.0,20.0,24.74166368061364,10.23839126654626,22.4,216.23056503602567,60.99928327865757,4052,15768,438.86762998039336,270.6342707051171,790.5419006855104
fish01,67.49,4572,228.6,20.0,20.0,24.77035428999593,10.429718452866682,22.4,219.0747061054228,61.38581016299408,4026,15810,438.8548608662922,270.66863593240305,790.0434967986953
fish01,67.49,4573,228.65,20.0,20.0,24.85371617709817,10.447228326869846,22.4,221.6154721274175,61.68289413572409,4008,15505,438.50948740045993,270.6353025990698,789.3047899995297
fish01,67.49,4574,228.7,20.0,20.0,24.94986559850488,10.627871748907316,22.53333333333333,231.1528251801289,62.62829519626899,4084,15201,437.8356333218044,270.66603501853933,790.1816683403438
fish01,67.49,4575,228.75,20.0,20.0,24.96084204830636,10.815997965940069,22.53333333333333,234.0917709518392,62.881068512921,4038,14926,438.6894395403638,270.65375310006687,790.1031926404307
fish01,67.49,4576,228.8,20.0,20.0,24.919417390298115,10.651426990295729,22.666666666666668,231.34243458475527,62.79532087205727,4033,14654,433.39896641702535,270.67604475630645,784.7350111733318
fish01,67.49,4577,228.85,20.0,20.0,24.875753762358784,10.75941457521329,22.8,234.0917709518392,63.25966777041688,4072,14646,433.4723042112562,270.6823956704033,785.5946998816596
fish01,67.49,4578,228.9,20.0,20.0,24.775812800630835,10.282307465745232,22.8,224.44065225635188,62.66452194703947,4075,14803,432.7818092922447,270.69489243798785,784.9767017302325
fish01,67.49,4579,228.95,20.0,20.0,24.731394430339154,10.1262399701278,22.933333333333334,221.6533940083428,62.55603441959914,4068,14979,432.6593743055556,270.69399402820795,784.7133683337636
fish01,67.49,4580,229.0,20.0,20.0,24.92612984295148,10.1262399701278,22.933333333333334,221.1793704967766,62.64856078985762,4009,15127,433.0022515281207,270.69718087497284,783.8794324030937
fish01,67.49,4581,229.05,20.0,20.0,24.94540251577564,9.981128124325757,23.066666666666663,219.51080773606367,62.47595129280396,4142,15297,432.4966136880756,274.1038931145563,789.4405068026318
fish01,67.49,4607,230.35,20.0,20.0,24.57972538892276,7.136897169488841,20.53333333333333,152.76829730754642,56.46425223682071,3616,15532,454.8544875575689,271.9770699767643,799.1515575343333
fish01,67.49,4608,230.4,20.0,20.0,24.57183030848893,7.1438094505799885,19.73333333333333,152.3890784982935,56.32246968879194,3619,15458,455.0542531825689,271.99926398718094,799.4335171697498
fish01,67.49,4609,230.45,20.0,20.0,24.669499614593384,7.081720006392962,19.73333333333333,150.62571103526733,56.63601104694333,3644,15636,455.4089493631244,271.96547819848587,800.2544275616102
fish01,67.49,4610,230.5,20.0,20.0,24.669499614593384,7.128328318077085,19.2,152.844141069397,56.71415993753218,3687,15880,455.48521672423567,271.95896126402744,801.1841779882632
fish01,67.49,4611,230.55,20.0,20.0,24.72386483537517,7.367051244126404,19.066666666666663,157.62229806598404,57.08988085766747,3726,16268,455.29014727979137,271.94680957501726,801.7569568548085
fish01,67.49,4612,230.6,20.0,20.0,24.734276714125684,7.40974321557275,18.933333333333334,160.56124383769432,57.35127927390789,3799,16551,455.2801472797912,271.9019038939476,803.1620511737387
fish01,67.49,4613,230.65,20.0,20.0,24.734276714125684,7.685380174075727,18.8,165.05498672734166,57.68010808790601,3848,16792,455.4301125288598,271.90373336129727,804.2938458901572
