FishID,Weight (g),FrameIndex,Timestamp (s),FPS_Top,FPS_Front,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score,_Truth_Length (cm),_AbsError_Length (cm),_SelectionMode
fish12,15.28,3603,180.15,20.0,20.0,19.562235373340187,3.5359218636421126,33.46666666666667,60.030337504740224,43.48794334076061,648,762,419.76719969797017,253.3593131212765,686.0865128192468,18.82326492608762,0.7389704472525658,within
fish12,15.28,3666,183.3,20.0,20.0,19.620622420003485,3.162635284735809,1.7333333333333334,52.957906712172914,42.97797318184376,583,331,432.9508759975857,254.52810221175096,699.1389782093366,18.82326492608762,0.7973574939158645,within
fish12,15.28,3706,185.3,20.0,20.0,19.3687033884944,3.330854429368717,33.333333333333336,52.86310200985968,42.63817469661106,555,2424,436.199981480276,259.8117902967665,707.1117717770425,18.82326492608762,0.5454384624067785,within
fish12,15.28,3774,188.7,20.0,20.0,19.59807820651029,3.3312061719906043,33.46666666666667,55.83996966249525,43.03112761593536,589,1579,434.9918392812471,258.740738872687,705.5125781539341,18.82326492608762,0.77481328042267,within
fish12,15.28,3799,189.95,20.0,20.0,19.555873549023733,3.3408610798188305,33.46666666666667,53.69738339021615,42.95309266098459,563,1517,434.976261815031,260.31561843766104,706.5518802526921,18.82326492608762,0.7326086229361124,within
fish12,15.28,3866,193.3,20.0,20.0,20.156756918563705,3.496226947334106,33.46666666666667,55.02464922260143,43.93211051511701,557,1714,437.61855326287537,261.50622719742466,710.2647804603,18.82326492608762,1.333491992476084,within
fish12,15.28,3885,194.25,20.0,20.0,20.156756918563705,3.496226947334106,33.46666666666667,55.10049298445202,43.950928536459536,555,1714,437.1495428462088,260.6652962025007,708.9148390487095,18.82326492608762,1.333491992476084,within
fish14,12.32,367,18.35,20.0,20.0,20.3696997475698,8.334087911629341,23.066666666666663,104.455821008722,47.5089566299592,1087,5731,419.8276770967272,259.5701528344791,701.1378299312062,19.23723999023437,1.132459757335429,within
fish14,12.32,386,19.3,20.0,20.0,20.529563983505007,8.613734810307495,3.6,120.19340159271898,49.11309120706646,1292,695,415.7592920218574,265.1149961087439,706.7142881306014,19.23723999023437,1.2923239932706352,within
fish15,9.61,3072,153.6,20.0,20.0,18.79389428722947,6.046851984257646,1.0666666666666669,102.91998483124762,46.584655832087535,1023,92,415.1377588972682,251.3225845118204,686.9203434090887,20.03411102294922,1.2402167357197484,within
fish15,9.61,3826,191.3,20.0,20.0,21.37915575813,3.494252062940681,1.2,66.0409556313993,46.27411164514583,938,181,445.9216915309576,264.69383132374026,729.3755228546979,20.03411102294922,1.3450447351807817,within
fish15,9.61,3859,192.95,20.0,20.0,20.849409826725488,4.630692731426917,2.1333333333333333,86.80318543799771,47.72714562867079,1059,275,441.3615364455989,267.70137695133434,730.2429133969332,20.03411102294922,0.815298803776269,within
