FishID,Weight (g),FrameIndex,Timestamp (s),FPS_Top,FPS_Front,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score,_Truth_Length (cm),_AbsError_Length (cm),_PerFishScale,_SelectionMode
fish3,81.9,3903,195.15,20.0,20.0,21.052051629327334,7.743720262485294,4.505403018501463,125.88142291938635,49.79665921031864,4358,1485,466.5212147586774,269.7311360356542,823.4123507943315,19.76003232209579,1.292019307231545,0.7858261078781621,within
fish3,81.9,4023,201.15,20.0,20.0,20.480470300678473,15.292108713161648,1.4668754013725693,238.57872508654225,60.68468656839518,5121,173,468.90359370290497,268.99114252470866,840.3147362276136,19.76003232209579,0.7204379785826838,0.7858261078781621,within
fish3,81.9,4265,213.25,20.0,20.0,18.59900439167995,7.694680076100929,7.858261078781621,102.54576336415084,44.90875205911126,2539,1874,457.35538628425127,271.6877278313532,779.8231141156043,19.76003232209579,1.1610279304158375,0.7858261078781621,within
fish3,81.9,4304,215.2,20.0,20.0,18.588528303868625,6.170995974480657,8.06781470754913,89.22113688454321,44.79013808211954,2495,2277,469.7831684000651,272.081438768853,791.7646071689181,19.76003232209579,1.1715040182271643,0.7858261078781621,within
fish3,81.9,4321,216.05,20.0,20.0,19.138308675457317,6.387383870506386,8.382145150700396,88.88158137671489,44.892757870382816,2384,2711,469.6560590240856,269.7819270501031,787.1179860741886,19.76003232209579,0.6217236466384719,0.7858261078781621,within
fish3,81.9,4349,217.45,20.0,20.0,19.294316338190026,6.453866106802409,8.382145150700396,90.43885318847923,45.36260533369076,2330,3636,471.9491015443966,270.2964485599836,788.8455501043802,19.76003232209579,0.4657159839057634,0.7858261078781621,within
fish3,81.9,4404,220.2,20.0,20.0,20.046690448054438,7.039295882522933,8.69647559385166,95.00528932823931,45.903967686248606,2296,6696,468.7473958272299,270.9986262586805,785.6660220859104,19.76003232209579,0.2866581259586489,0.7858261078781621,within
fish3,81.9,4442,222.1,20.0,20.0,18.885946223125966,8.045673383247491,23.99389049387988,106.63213826870538,45.501990302991054,2708,6399,466.8110677035109,271.98787430418867,792.9589420076994,19.76003232209579,0.8740860989698227,0.7858261078781621,within
fish3,81.9,4504,225.2,20.0,20.0,19.73365004679517,11.3336711240239,21.688800577437274,179.5546107774895,53.254601645894695,3754,2484,471.665594586389,270.1363151007334,816.8819096871224,19.76003232209579,0.02638227530061954,0.7858261078781621,within
fish3,81.9,4602,230.1,20.0,20.0,21.191228434834137,10.555668951800586,7.439153821246602,153.9240243417592,53.81991387134352,2553,4864,469.7120919367284,271.9551529945268,792.7272449312552,19.76003232209579,1.4311961127383483,0.7858261078781621,within
fish3,81.9,5719,285.95,20.0,20.0,19.18755784654226,6.141346999782272,4.086295760966443,80.84933729498304,43.152838543211594,1914,1299,464.5143530318459,268.0892185763889,770.8835716082348,19.76003232209579,0.5724744755535305,0.7858261078781621,within
fish3,81.9,5898,294.9,20.0,20.0,20.435883006182262,5.963843100698055,4.295849389733953,81.77433333354983,45.16863646478806,2022,1360,465.1114279459448,268.5342480463559,774.0856759923008,19.76003232209579,0.6758506840864733,0.7858261078781621,within
fish3,81.9,5947,297.35,20.0,20.0,18.66943690582169,7.345352225241322,4.714956647268973,97.7685686333249,44.99258292609306,2490,435,465.38160877668594,266.7594107568423,781.9410195335282,19.76003232209579,1.0905954162740983,0.7858261078781621,within
fish3,81.9,5998,299.9,20.0,20.0,18.39264425874477,7.654952551527221,6.1818320486415415,110.40237528666114,45.363072156184444,3046,2838,456.8347956324261,271.2838118069013,789.0386074393274,19.76003232209579,1.3673880633510187,0.7858261078781621,within
fish3,81.9,6023,301.15,20.0,20.0,19.97803839016058,6.200759365383823,6.496162491792806,98.728691103736,46.464352499031406,3253,3348,458.438219979444,269.8747297756513,793.3729497550953,19.76003232209579,0.21800606806479195,0.7858261078781621,within
fish3,81.9,6047,302.35,20.0,20.0,19.91179140759174,6.049976320165405,4.505403018501463,98.35400916406337,46.72455443156733,3605,1784,462.26041230828565,267.8592349047237,802.2196472130094,19.76003232209579,0.15175908549595007,0.7858261078781621,within
fish3,81.9,6087,304.35,20.0,20.0,18.89454261614444,7.926207104039002,2.828973988361384,121.22131629470813,46.99170638236382,4279,690,464.2965711334606,267.6431802172237,817.5197513506843,19.76003232209579,0.8654897059513473,0.7858261078781621,within
fish3,81.9,6174,308.7,20.0,20.0,18.339475748889896,10.458604314727367,5.762724791106522,167.09643628337477,50.05520914944374,5336,2027,463.5487354490493,264.7008918124729,834.9696272615222,19.76003232209579,1.420556573205893,0.7858261078781621,within
fish3,81.9,6196,309.8,20.0,20.0,18.42396627856002,7.374482824481305,6.077055234257787,119.45328589187791,46.071191493647795,4307,2439,460.1178074868096,268.535595590708,814.7934030775176,19.76003232209579,1.3360660435357694,0.7858261078781621,within
fish4,61.25,556,27.8,20.0,20.0,23.765142769837656,10.156012942837071,19.990799561274283,188.97859060382825,57.15468512236608,2389,9145,467.44895393607055,262.9561421915583,778.1850961276289,25.082699245876736,1.3175564760390799,1.1899285453139454,within
fish4,61.25,798,39.9,20.0,20.0,24.014569441041736,19.858428827375462,14.755113961892924,339.56545162057387,71.83799172053936,2578,2193,460.80386284352994,264.1768488565657,776.5407117000957,25.082699245876736,1.0681298048349994,1.1899285453139454,within
fish4,61.25,804,40.2,20.0,20.0,24.68836813704264,19.747870124326354,16.817656773770427,341.8206301417731,72.34789836980808,2525,2223,459.7781857601967,264.19952463781567,774.4777103980123,25.082699245876736,0.39433110883409483,1.1899285453139454,within
fish4,61.25,827,41.35,20.0,20.0,24.727889377374968,19.310284869816087,18.40422816752236,344.34428229644845,72.22235177667513,2425,3845,456.7151519074429,261.85047196832227,767.0656238757651,25.082699245876736,0.35480986850176777,1.1899285453139454,within
fish4,61.25,950,47.5,20.0,20.0,25.927247202250605,8.258874958077369,66.16002711945536,148.49276667563203,59.34912436671,1772,10094,460.755611930169,265.1927994459364,761.3884113761053,25.082699245876736,0.8445479563738694,1.1899285453139454,within
fish4,61.25,966,48.3,20.0,20.0,25.578784952331397,9.069893946277547,65.049427143829,182.93793385061593,60.15511254012336,2027,9257,459.8409244301691,265.2495442301008,765.6304686602698,25.082699245876736,0.4960857064546609,1.1899285453139454,within
fish4,61.25,2118,105.9,20.0,20.0,25.74063906080401,14.71211275160887,21.57737095502621,330.94744798599095,72.28702330654635,3638,10215,458.64097648290937,249.39630533547933,780.7972818183887,25.082699245876736,0.6579398149272748,1.1899285453139454,within
fish4,61.25,2126,106.3,20.0,20.0,25.735473278462205,15.122596211697552,24.274542324404486,341.6326985983399,73.0675621955753,3581,12118,458.628415723843,250.20618484683564,780.4546005706786,25.082699245876736,0.6527740325854694,1.1899285453139454,within
fish4,61.25,2151,107.55,20.0,20.0,25.489334887598908,17.379091968817438,71.71302699758711,381.3399489894553,76.53423961748925,2954,15260,455.5293372334798,242.9109407157792,757.520277949259,25.082699245876736,0.4066356417221719,1.1899285453139454,within
fish4,61.25,2952,147.6,20.0,20.0,24.32591655253387,14.501386134598256,17.610942470646393,245.89500090076186,63.81597545714888,1846,3761,458.2480337929621,263.67509430540946,758.8431280983715,25.082699245876736,0.756782693342867,1.1899285453139454,within
fish4,61.25,3127,156.35,20.0,20.0,24.892245053956294,4.7176365805126,13.644513986266576,93.9389243532881,53.43345336709165,1161,3627,462.94318999820285,268.9894433059587,755.1526333041616,25.082699245876736,0.19045419192044122,1.1899285453139454,within
fish4,61.25,4211,210.55,20.0,20.0,23.768084543217793,17.474045483389094,38.55368486817183,291.18650286818024,66.14633595169286,2332,2653,463.740681397822,266.1435904769792,776.5242718748012,25.082699245876736,1.3146147026589432,1.1899285453139454,within
fish4,61.25,4240,212.0,20.0,20.0,24.861128375312173,19.17531687286099,17.134971052520815,357.9022007869916,72.62322132600538,2738,10392,457.7967924551315,267.71276358022703,780.2695560353585,25.082699245876736,0.22157087056456248,1.1899285453139454,within
fish4,61.25,4243,212.15,20.0,20.0,26.162772933497926,19.542253601038873,17.134971052520815,378.33304429452295,73.88776265141618,2934,11134,457.9320268251584,267.6827863647038,784.2948131898621,25.082699245876736,1.0800736876211907,1.1899285453139454,within
fish4,61.25,4529,226.45,20.0,20.0,24.774823391615303,13.522137133060397,35.221884941292785,292.23355003873706,68.87525154784673,3975,8954,460.2672654983332,252.7528059630923,792.5200714614255,25.082699245876736,0.3078758542614324,1.1899285453139454,within
fish4,61.25,4548,227.4,20.0,20.0,24.981452917394865,14.7102714914073,18.880199585647933,308.12718914052226,69.27605353052952,3965,3535,457.3512626356148,256.86060523033143,793.5118678659462,25.082699245876736,0.10124632848187076,1.1899285453139454,within
fish4,61.25,4553,227.65,20.0,20.0,25.15478772077771,14.838469343434967,17.928256749396777,311.7515831924497,69.9649044789563,3912,2998,457.287859835985,256.75378231998025,792.2816421559653,25.082699245876736,0.0720884749009727,1.1899285453139454,within
fish4,61.25,5337,266.85,20.0,20.0,26.4162197926025,9.037127823785067,12.692571150015418,200.36187266321497,63.8708232218787,3399,6100,444.1475564220853,265.79107416682774,777.918630588913,25.082699245876736,1.3335205467257651,1.1899285453139454,within
fish4,61.25,5362,268.1,20.0,20.0,25.14721230074532,12.069330681187534,13.168542568140996,246.1097798075427,65.23028101898535,3730,6985,461.2586197551964,262.93192376199295,798.7905435171893,25.082699245876736,0.06451305486858416,1.1899285453139454,within
fish4,61.25,5369,268.45,20.0,20.0,24.75149781590764,13.979756147152232,13.168542568140996,276.2862162102566,66.51103682050362,3931,7167,461.123446125624,262.9278807932429,802.6713269188668,25.082699245876736,0.3312014299690951,1.1899285453139454,within
fish4,61.25,5399,269.95,20.0,20.0,26.3457180013606,9.953028811714868,11.581971174389068,227.15554128412992,64.82861390145719,3489,7547,461.88540363752577,264.6760839449459,796.3414875824717,25.082699245876736,1.2630187554838628,1.1899285453139454,within
fish4,61.25,5477,273.85,20.0,20.0,25.998696583956306,10.72872972437315,12.375256871265034,228.73953572163893,64.99932037330319,3443,5933,459.8333636836112,265.82863603794306,794.5219997215542,25.082699245876736,0.9159973380795705,1.1899285453139454,within
fish4,61.25,5496,274.8,20.0,20.0,24.796285608463187,11.637857031590208,12.851228289390612,241.51888067510137,64.29555918395285,3498,6198,458.55725253407047,265.97225582960976,794.4895083636802,25.082699245876736,0.2864136374135491,1.1899285453139454,within
fish4,61.25,5517,275.85,20.0,20.0,26.06970576039058,10.14933030859613,13.168542568140996,215.02053305101012,63.56351190546442,3277,5944,464.07070268976656,265.5908331256442,795.2015358154108,25.082699245876736,0.987006514513844,1.1899285453139454,within
fish4,61.25,5535,276.75,20.0,20.0,26.416216256817194,8.341962377139714,13.168542568140996,194.4017580000455,63.94888736732134,3210,6442,464.0152989022525,265.74110656314417,793.9564054653968,25.082699245876736,1.333517010940458,1.1899285453139454,within
fish4,61.25,5565,278.25,20.0,20.0,24.60769919513416,11.956334054165344,12.057942592514646,236.12256064223175,64.26816472042665,3675,6206,461.1321830537585,262.6325715433332,797.2647545970917,25.082699245876736,0.475000050742576,1.1899285453139454,within
fish4,61.25,5616,280.8,20.0,20.0,26.321096560335846,8.211951551192975,13.485856846891382,185.35419655190086,62.3841429798942,3121,6885,460.2966794953334,263.1476233391655,785.8643028344989,25.082699245876736,1.2383973144591103,1.1899285453139454,within
fish4,61.25,5637,281.85,20.0,20.0,25.215790624777135,11.540700722768763,12.692571150015418,231.3168826030095,63.60033873927189,3268,5445,460.0867229666815,264.7370959954155,790.183818962097,25.082699245876736,0.13309137890039935,1.1899285453139454,within
fish4,61.25,5669,283.45,20.0,20.0,26.4709166234968,9.325640833728013,14.913771101268114,201.62369874055264,63.94951491396769,3380,6424,458.7308072407287,264.0239677891096,790.3547750298383,25.082699245876736,1.388217377620066,1.1899285453139454,within
fish4,61.25,5686,284.3,20.0,20.0,23.66745962900462,12.579218325610189,13.961828265016958,236.41788163905545,63.10768779963857,3750,6526,457.79358058658175,262.81388315369287,795.6074637402746,25.082699245876736,1.415239616872114,1.1899285453139454,within
fish4,61.25,5717,285.85,20.0,20.0,24.811240212443106,11.457698162553921,12.533914010640222,233.3841295807755,63.72919032485588,3268,6298,462.5340406982236,262.53160465739563,790.4256453556192,25.082699245876736,0.2714590334336293,1.1899285453139454,within
fish4,61.25,5742,287.1,20.0,20.0,26.184498566351603,8.80540659753417,11.423314035013876,191.0458375815942,62.730414672695595,3094,5599,458.0399434760011,261.6243585636457,781.5443020396468,25.082699245876736,1.1017993204748677,1.1899285453139454,within
fish4,61.25,5775,288.75,20.0,20.0,25.09339411250122,10.372193508692474,41.4095133769253,222.88681051185992,63.57928479513432,3367,7848,454.635160578504,261.27724608658684,783.2524066650909,25.082699245876736,0.010694866624483268,1.1899285453139454,within
fish4,61.25,5805,290.25,20.0,20.0,24.69041889252399,13.799501811912508,12.692571150015418,263.37263444005606,65.79636997095282,3610,5397,454.5474346637301,261.9440493462456,788.6914840099757,25.082699245876736,0.3922803533527457,1.1899285453139454,within
fish4,61.25,5950,297.5,20.0,20.0,23.740330396406023,13.93820448210411,13.485856846891382,266.3258444082932,64.98518032586468,3699,7267,452.3890277750653,263.93402343711847,790.3030512121837,25.082699245876736,1.3423688494707129,1.1899285453139454,within
fish4,61.25,5953,297.65,20.0,20.0,23.814426313418256,13.363824113578424,13.485856846891382,255.69428852263957,64.559960071696,3544,7160,452.2158767342273,263.9331966142019,787.0290733484293,25.082699245876736,1.2682729324584798,1.1899285453139454,within
fish4,61.25,5976,298.8,20.0,20.0,26.25958273535873,9.440379718963019,13.327199707516188,202.26803546089528,63.993184238184874,3119,6593,454.3077734320559,261.67714843711855,778.3649218691744,25.082699245876736,1.1768834894819946,1.1899285453139454,within
fish4,61.25,6014,300.7,20.0,20.0,25.348067889109295,9.147174721910165,12.851228289390612,196.44215761446387,62.53000354359474,3048,6114,455.4865017360357,262.05037729068334,778.4968790267191,25.082699245876736,0.26536864323255926,1.1899285453139454,within
fish4,61.25,6037,301.85,20.0,20.0,24.775153987542037,11.295402080917226,12.851228289390612,219.4235006400182,62.68273035376258,2845,5111,455.8837282569978,263.2316696192318,776.0153978762296,25.082699245876736,0.3075452583346987,1.1899285453139454,within
fish4,61.25,6046,302.3,20.0,20.0,24.75802841138013,10.726541073264608,12.216599731889838,210.2417023751355,62.371044580333454,2768,4963,452.25761715266873,263.2528089421484,770.8704260948172,25.082699245876736,0.3246708344966045,1.1899285453139454,within
fish4,61.25,6448,322.4,20.0,20.0,25.32836649334712,11.591665532265534,22.84662807002775,232.17599823013305,64.21789831139911,3388,14119,449.2594748005996,266.47695951182044,783.49643431242,25.082699245876736,0.24566724747038293,1.1899285453139454,within
fish4,61.25,6480,324.0,20.0,20.0,26.565912567492205,8.521659826192698,22.84662807002775,190.5357376779896,63.26034861768835,3156,12334,450.9714279471504,269.4167153950903,783.5081433422407,25.082699245876736,1.4832133216154695,1.1899285453139454,within
fish4,61.25,6498,324.9,20.0,20.0,25.727461188943703,9.998930376643901,18.40422816752236,214.9936856876625,63.86127533086166,3558,9402,453.9430685626561,270.8273697304619,795.930438293118,25.082699245876736,0.6447619430669675,1.1899285453139454,within
fish4,61.25,6729,336.45,20.0,20.0,23.58571580836109,12.180404724945962,13.327199707516188,232.2833876835235,62.80543420312747,3499,7375,471.9065494673929,268.3824413655175,810.2689908329104,25.082699245876736,1.4969834375156452,1.1899285453139454,within
fish4,61.25,6733,336.65,20.0,20.0,24.673236743797087,10.841643260440495,13.644513986266576,216.63137485186672,62.76552256237465,3371,7345,471.95624996676975,268.39020178218425,807.766451748954,25.082699245876736,0.4094625020796485,1.1899285453139454,within
fish4,61.25,6754,337.7,20.0,20.0,26.303445920055015,8.668250833416856,14.279142543767346,185.11257028177235,62.73442383889031,3010,7568,464.3876344874064,266.803915903208,791.3915503906145,25.082699245876736,1.2207466741782795,1.1899285453139454,within
fish4,61.25,6779,338.95,20.0,20.0,25.977262653390927,9.706223041373804,14.120485404392152,202.96606690793314,63.16950606125577,2868,7470,466.4124088193352,266.8759894730886,790.6483982924238,25.082699245876736,0.8945634075141911,1.1899285453139454,within
fish4,61.25,6801,340.05,20.0,20.0,25.04140038947847,10.035798010099072,13.803171125641766,194.83131581360726,61.81667189497266,2503,7585,466.60281231162,265.2452636484676,781.9080759600874,25.082699245876736,0.04129885639826725,1.1899285453139454,within
fish4,61.25,6840,342.0,20.0,20.0,25.50163411680902,8.62502674191584,13.168542568140996,173.4339672255619,61.018118124529025,2407,7611,465.4771353020561,266.6703092269792,780.2874445290353,25.082699245876736,0.4189348709322829,1.1899285453139454,within
fish4,61.25,6864,343.2,20.0,20.0,23.639696642729565,11.789890496356891,13.327199707516188,209.89268665161654,60.997485325570196,2844,8408,464.08209199912,261.34266264135573,782.3047546404757,25.082699245876736,1.4430026031471712,1.1899285453139454,within
fish5,27.36,73,3.65,20.0,20.0,24.56926022971306,11.6418238394618,3.390904096496503,200.21229971169657,60.028725862954495,2178,3293,427.17345046791735,249.88104812215164,720.6144985900689,23.4393935785061,1.1298666512069602,0.3795788167719966,within
fish5,27.36,79,3.95,20.0,20.0,24.702078369445076,11.539282794644489,4.1500617300404965,197.2372673814601,59.859052620607,2297,3544,429.3613236549472,249.88614904911253,725.1874727040597,23.4393935785061,1.2626847909389767,0.3795788167719966,within
fish5,27.36,86,4.3,20.0,20.0,24.6399022729517,11.408417033518392,3.2896830786906373,195.1063902303266,59.6152943785112,2343,3472,429.3900302815567,249.36702470143635,725.6170549829931,23.4393935785061,1.2005086944456025,0.3795788167719966,within
fish5,27.36,93,4.65,20.0,20.0,24.662121717513603,11.298743208629537,3.2896830786906373,193.28148518294554,59.37438040331457,2476,3547,429.3950303437976,249.35711909585527,728.2721494396528,23.4393935785061,1.2227281390075042,0.3795788167719966,within
fish5,27.36,100,5.0,20.0,20.0,24.598556059817167,10.838049531067234,3.3402935875935706,181.2720801106596,58.294245946307115,2459,3508,435.2263712565105,253.71472652176757,738.121097778278,23.4393935785061,1.1591624813110677,0.3795788167719966,within
fish5,27.36,102,5.1,20.0,20.0,24.571913028373444,10.883562172029773,3.3402935875935706,183.01229645075205,58.40039812669457,2494,3487,434.8800214435154,255.9191796467675,740.679201090283,23.4393935785061,1.1325194498673454,0.3795788167719966,within
fish5,27.36,111,5.55,20.0,20.0,24.17846869916439,10.55535503436694,3.5933461321082354,173.94514098330046,57.18230385567018,2533,3615,433.6512973469863,256.34689444156214,740.6581917885484,23.4393935785061,0.739075120658292,0.3795788167719966,within
fish5,27.36,116,5.8,20.0,20.0,24.19986252781669,10.24443281994833,3.3402935875935706,164.97360179827157,56.32605320408982,2561,3289,433.57841971503353,256.13820952945275,740.9366292444863,23.4393935785061,0.7604689493105923,0.3795788167719966,within
fish5,27.36,126,6.3,20.0,20.0,23.832413820854477,9.532130438151249,3.6439566410111675,147.0578423660489,54.40414483553421,2932,3101,427.4114017980317,251.5788605668386,737.6302623648703,23.4393935785061,0.39302024234837774,0.3795788167719966,within
fish5,27.36,133,6.65,20.0,20.0,23.567030188881905,9.244706696220092,3.5933461321082354,137.10555331274188,53.329235966109025,3154,2624,427.4068532456951,251.5735317886246,742.0603850343198,23.4393935785061,0.12763661037580576,0.3795788167719966,within
fish5,27.36,139,6.95,20.0,20.0,23.437131029988777,9.321090266491337,3.441514605399436,138.69278360095802,53.28263524557265,3251,2122,437.3789408393013,251.57910146073223,753.9780423000336,23.4393935785061,0.002262548517322216,0.3795788167719966,within
fish5,27.36,142,7.1,20.0,20.0,23.408200636434827,9.311851150748756,3.3402935875935706,137.97429553589632,53.19313350591605,3267,1884,437.33035143272497,255.61874989823224,758.2891013309572,23.4393935785061,0.031192942071271546,0.3795788167719966,within
fish5,27.36,149,7.45,20.0,20.0,23.385615755322764,9.167973479866903,2.935409516370107,134.28623892816518,52.839196267311486,3326,1199,437.3030468448592,255.62783843989905,759.4508852847582,23.4393935785061,0.053777823183335016,0.3795788167719966,within
fish5,27.36,154,7.7,20.0,20.0,23.450649926563344,9.142036507930579,2.5305254451466443,134.77524791541254,52.96374612312361,3358,1203,435.9214015864432,256.9161881408586,759.9975897273017,23.4393935785061,0.011256348057244736,0.3795788167719966,within
