FishID,Weight (g),FrameIndex,Timestamp (s),FPS_Top,FPS_Front,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score
fish1+3+4+5+15,247.61,0,0.0,20.0,20.0,100.20016521173189,40.00835129837201,8.666666666666666,3092.662116040955,236.20380774489436,22521,3669,384.82810756647564,246.95266599950793,1082.2007735659836
fish1+3+4+5+15,247.61,1,0.05,20.0,20.0,100.20016521173189,40.00835129837201,8.666666666666666,3092.453545695866,236.1993977764153,22450,3677,384.2423523671845,248.20859698909126,1081.4509493562757
fish1+3+4+5+15,247.61,2,0.1,20.0,20.0,100.20016521173189,40.00835129837201,8.666666666666666,3092.6052332195673,236.2082121419486,22519,3737,383.37788188107345,248.2112271974246,1081.9691090784981
fish1+3+4+5+15,247.61,3,0.15,20.0,20.0,100.25417386132358,40.020572775912214,8.666666666666666,3100.8532423208185,236.28959714823017,22539,3761,382.01534279225666,248.2786295411746,1081.0739723334314
fish1+3+4+5+15,247.61,4,0.2,20.0,20.0,100.3358999780913,40.03860339242423,8.666666666666666,3114.012135001896,236.422443780807,22699,3780,381.072599720425,248.27769855159127,1083.3302982720163
fish1+3+4+5+15,247.61,5,0.25,20.0,20.0,100.3358999780913,40.1444842358937,8.666666666666666,3116.154721274175,236.43950626939508,22650,3780,378.22617184779796,248.27811521825794,1079.504287066056
fish1+3+4+5+15,247.61,6,0.3,20.0,20.0,100.44742356064388,40.1694115335073,8.666666666666666,3132.7645051194536,236.57861926920933,22521,3780,375.8888237847034,248.2774967286746,1074.586320513378
fish1+3+4+5+15,247.61,7,0.35,20.0,20.0,100.46970926002426,40.17424307313296,8.666666666666666,3136.9169510807733,236.68162330746003,22558,3789,373.3214670132107,248.2769498536746,1072.7584168668852
fish1+3+4+5+15,247.61,8,0.4,20.0,20.0,100.54447035287897,40.19005700541328,8.666666666666666,3149.1846795601055,236.72309657615006,22683,3789,370.8750520814495,248.2779850099246,1072.813037091374
fish1+3+4+5+15,247.61,9,0.45,20.0,20.0,100.66860466985426,40.10464929110792,35.46666666666667,3167.804323094425,236.94534024893545,22701,3871,369.7721701370051,248.4688508953412,1072.2610210323464
fish1+3+4+5+15,247.61,10,0.5,20.0,20.0,100.73884919430121,40.11655579743021,35.46666666666667,3178.327645051194,236.99415609842885,22432,3876,367.76715277506503,248.46931313492453,1064.8764659099895
fish1+3+4+5+15,247.61,11,0.55,20.0,20.0,100.87283676182922,40.1363425270534,35.46666666666667,3202.483883200606,237.31860085107343,22014,3889,375.0758463536957,248.46870115575788,1063.8245475094536
fish1+3+4+5+15,247.61,12,0.6,20.0,20.0,100.87283676182922,40.1363425270534,35.46666666666667,3202.4649222601433,237.31857615108996,22119,3868,375.57870659352994,248.4675423015912,1066.4262488951213
fish1+3+4+5+15,247.61,13,0.65,20.0,20.0,100.9508069953947,40.145518292344946,35.46666666666667,3218.316268486916,237.42484815501209,21991,3862,375.92180555487744,248.46869464534126,1064.2105002002186
fish1+3+4+5+15,247.61,14,0.7,20.0,20.0,100.9508069953947,40.145518292344946,35.46666666666667,3218.316268486916,237.42484815501209,22043,3862,376.3819270833333,248.47019204117458,1065.7121191245078
fish1+3+4+5+15,247.61,15,0.75,20.0,20.0,101.05819435214228,40.153995772389244,35.46666666666667,3245.9044368600676,237.80017647540996,22214,3861,377.1558680548774,248.74898110367454,1070.184849158552
fish1+3+4+5+15,247.61,16,0.8,20.0,20.0,101.05819435214228,40.153995772389244,35.46666666666667,3235.3811149032986,237.5701163721381,21866,3908,377.7689800342512,248.75075844742454,1063.8397384816758
fish1+3+4+5+15,247.61,17,0.85,20.0,20.0,101.10875614689648,40.391118585223055,35.46666666666667,3255.991657186196,237.7639234460856,21951,3910,377.88233072688723,248.7506477703412,1065.6529784972286
fish1+3+4+5+15,247.61,18,0.9,20.0,20.0,101.18008227062003,40.392809326949376,35.46666666666667,3278.270762229806,238.15258759863553,22158,3910,378.24715277506516,248.75217771825788,1070.159330493323
fish1+3+4+5+15,247.61,19,0.95,20.0,20.0,101.18008227062003,40.392809326949376,35.46666666666667,3278.270762229806,238.15258759863553,22240,3910,378.3376692653891,248.75226235367455,1071.8899316190636
