FishID,Weight (g),FrameIndex,Timestamp (s),FPS_Top,FPS_Front,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score,_Truth_Length (cm),Width_truth (cm),Area_truth (cm²),Perimeter_truth (cm),_AbsError_Length (cm),_PerFishScale,_PerFishScale_Width,_PerFishScale_Perimeter,_PerFishScale_Area,_CompositeRelError,_SelectionMode
fish01,67.49,336,16.8,20.0,20.0,21.848470242277646,3.5247467400578776,40.05607633459684,47.754322366180915,45.70642483217114,4602,16845,459.2406333909022,264.2864941393429,815.567127530245,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,1.040115325497755,0.9914870379850703,0.29313476243064474,0.7767257954665941,0.22481552035599275,0.035549940567800496,fill
fish01,67.49,337,16.85,20.0,20.0,21.655645972096902,3.5812700207848254,40.05607633459684,47.75851281215898,45.46909504430371,4661,16806,459.23379308441525,264.28887044142624,816.7426635258415,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.8472910553170117,0.9914870379850703,0.29313476243064474,0.7767257954665941,0.22481552035599275,0.028103249250147008,within
fish01,67.49,338,16.9,20.0,20.0,21.655645972096902,3.584168955044776,40.05607633459684,47.909368867369814,45.489848999481126,4659,16803,459.2095222412108,264.2866764310094,816.6761986722204,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.8472910553170117,0.9914870379850703,0.29313476243064474,0.7767257954665941,0.22481552035599275,0.028824592370928295,within
fish01,67.49,339,16.95,20.0,20.0,21.462820228850674,3.5247467400578776,40.05607633459684,47.31013509250461,45.16036499299869,4589,16956,459.1542184217665,264.2835026020897,815.2177210238561,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.6544653120707835,0.9914870379850703,0.29313476243064474,0.7767257954665941,0.22481552035599275,0.025482659360505058,within
fish01,67.49,342,17.1,20.0,20.0,21.19943317646825,3.436907542248278,40.05607633459684,46.08233442092765,45.00225480172655,4483,17100,458.9935587565105,264.30204752425084,812.9556062807613,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.39107825968835996,0.9914870379850703,0.29313476243064474,0.7767257954665941,0.22481552035599275,0.03210971213912589,fill
fish01,67.49,343,17.15,20.0,20.0,21.193944534522544,3.4307989888099244,40.05607633459684,46.25833315200694,45.11302009196983,4462,17086,458.9687757520133,264.29610351383417,812.5048792658474,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.385589617742653,0.9914870379850703,0.29313476243064474,0.7767257954665941,0.22481552035599275,0.03214714324821878,fill
fish01,67.49,344,17.2,20.0,20.0,21.193944534522544,3.4307989888099244,40.05607633459684,46.35890385548083,45.256494784054226,4562,17174,458.6087670807262,264.30385090966746,814.1526179903937,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.385589617742653,0.9914870379850703,0.29313476243064474,0.7767257954665941,0.22481552035599275,0.03242268864404531,fill
fish01,67.49,345,17.25,20.0,20.0,21.134515181152242,3.4197792819038497,40.05607633459684,46.337951625590435,45.12478512405801,4622,17317,458.73777311422094,264.3047818992508,815.4825550134717,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.32616026437235135,0.9914870379850703,0.29313476243064474,0.7767257954665941,0.22481552035599275,0.03182088338865182,fill
fish01,67.49,346,17.3,20.0,20.0,20.659307206272413,3.6222571124589877,40.05607633459684,47.57413318912356,45.00142258044163,4692,17494,458.73241720149673,264.3053938784175,816.8778110799143,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.14904771050747812,0.9914870379850703,0.29313476243064474,0.7767257954665941,0.22481552035599275,0.013334113459542267,within
fish01,67.49,347,17.35,20.0,20.0,21.19055353780783,3.67583007392905,40.05607633459684,48.53793576408158,45.28468863769297,4751,17397,458.6900431315104,264.30591471175086,818.0159578432613,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.3821986210279391,0.9914870379850703,0.29313476243064474,0.7767257954665941,0.22481552035599275,0.019227933563577534,within
fish01,67.49,348,17.4,20.0,20.0,20.466229568830617,3.6222571124589877,40.05607633459684,47.00004209012681,45.00043859600471,4699,17327,458.4556985609079,264.3103092430008,816.7460078039087,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.3421253479492741,0.9914870379850703,0.29313476243064474,0.7767257954665941,0.22481552035599275,0.014137235082407926,within
fish01,67.49,349,17.45,20.0,20.0,20.6712125214107,3.6767558674873024,40.05607633459684,47.19280260511842,45.15627221485379,4625,17305,458.2487845105585,264.12846679508414,814.8772513056426,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.13714239536919237,0.9914870379850703,0.29313476243064474,0.7767257954665941,0.22481552035599275,0.008364276402162607,within
fish01,67.49,350,17.5,20.0,20.0,20.080074293947018,3.6788548798411593,59.88581709429825,47.519657391408536,44.95435512226298,4925,16403,469.1632114149306,262.6023274692854,830.2655388842161,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.7282806228328731,0.9914870379850703,0.29313476243064474,0.7767257954665941,0.22481552035599275,0.01591973164116033,within
fish01,67.49,351,17.55,20.0,20.0,20.393337870118973,3.5638055989268245,59.88581709429825,46.59775927623129,44.87855580122241,4892,16403,468.33994752604167,262.9444693963688,829.1244169224104,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.41501704666091754,0.9914870379850703,0.29313476243064474,0.7767257954665941,0.22481552035599275,0.02040348540977282,within
fish01,67.49,352,17.6,20.0,20.0,20.080074293947018,3.6222571124589877,59.88581709429825,46.61033061416554,44.93856628390414,4872,16420,467.2318876026106,262.9408430942854,827.612730696896,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.7282806228328731,0.9914870379850703,0.29313476243064474,0.7767257954665941,0.22481552035599275,0.020494423451053633,within
fish01,67.49,353,17.65,20.0,20.0,20.080074293947018,3.565659345076816,59.88581709429825,46.31699939570004,44.85807498038778,4840,16456,466.6279075622561,262.9443196567853,826.3722272190414,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.7282806228328731,0.9914870379850703,0.29313476243064474,0.7767257954665941,0.22481552035599275,0.025415427202831326,within
fish01,67.49,354,17.7,20.0,20.0,19.886996656505218,3.565659345076816,59.88581709429825,46.08233442092765,44.478951426175335,4814,16521,466.30871474609376,262.9463118442854,825.5350265903792,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.9213582602746726,0.9914870379850703,0.29313476243064474,0.7767257954665941,0.22481552035599275,0.02684217673790317,within
fish01,67.49,355,17.75,20.0,20.0,19.886996656505218,3.6222571124589877,59.88581709429825,46.270904489941174,44.37297333463443,4768,16552,465.9703769733004,260.4257193963688,821.7560963696692,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.9213582602746726,0.9914870379850703,0.29313476243064474,0.7767257954665941,0.22481552035599275,0.021425461257405593,within
fish01,67.49,356,17.8,20.0,20.0,19.99131178784861,3.546541967182904,59.88581709429825,45.68005160703215,44.217784937120975,4736,16595,465.5732805410124,260.4013443963688,820.6946249373811,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.8170431289312816,0.9914870379850703,0.29313476243064474,0.7767257954665941,0.22481552035599275,0.028974177721118523,within
fish01,67.49,357,17.85,20.0,20.0,19.886996656505218,3.6222571124589877,59.88581709429825,44.72462992403027,43.67390831341791,4751,16608,465.1595780895657,260.41808918803537,820.597667277601,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.9213582602746726,0.9914870379850703,0.29313476243064474,0.7767257954665941,0.22481552035599275,0.03325070665003592,fill
fish01,67.49,358,17.9,20.0,20.0,19.88848592569661,3.7351456326618027,59.88581709429825,45.29034013107084,43.71782185476504,4742,16721,465.0723125293686,260.4340787713687,820.3463913007373,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.9198689910832805,0.9914870379850703,0.29313476243064474,0.7767257954665941,0.22481552035599275,0.02647317844763035,within
fish01,67.49,359,17.95,20.0,20.0,19.922904100431314,3.800323399112301,59.88581709429825,46.17871467842345,43.914386029112755,4832,16790,465.0823689450111,260.44026366720203,822.1626326122131,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.8854508163485768,0.9914870379850703,0.29313476243064474,0.7767257954665941,0.22481552035599275,0.024638896340176665,within
fish01,67.49,360,18.0,20.0,20.0,20.017245105469176,3.8905334315914852,59.88581709429825,46.37147519341506,43.936629351286086,4906,16834,464.9569783039611,260.4424772088687,823.5194555128297,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.7911098113107151,0.9914870379850703,0.29313476243064474,0.7767257954665941,0.22481552035599275,0.028445368051255235,within
