FishID,Weight (g),FrameIndex,Timestamp (s),FPS_Top,FPS_Front,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score,_Truth_Length (cm),Width_truth (cm),Area_truth (cm²),Perimeter_truth (cm),_AbsError_Length (cm),_PerFishScale,_PerFishScale_Width,_PerFishScale_Perimeter,_PerFishScale_Area,_CompositeRelError,_SelectionMode
fish01,67.49,1722,86.1,20.0,20.0,20.44764630063044,3.7748821472400382,10.340695207474138,48.276535945190936,44.01467484879888,1558,1387,457.141436625144,271.6888964609676,759.9903330861115,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.3607086161494486,1.193157139323939,0.4682102128852816,0.9267716494989202,0.4193357618292945,0.0169326366140555,within
fish01,67.49,1736,86.8,20.0,20.0,20.55627139030363,3.792942757739996,4.772628557295756,45.74102737503319,44.28197315031889,1463,469,465.576796701389,272.0453027109675,766.8820994123565,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.2520835264762624,1.193157139323939,0.4682102128852816,0.9267716494989202,0.4193357618292945,0.0167799774061213,within
fish01,67.49,1748,87.4,20.0,20.0,21.142579552974105,3.794145415121174,4.931716175872281,46.793716201036176,44.49824347217931,1542,491,474.8130815824532,272.0641959266556,777.7172775091088,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.3342246361942145,1.193157139323939,0.4682102128852816,0.9267716494989202,0.4193357618292945,0.0127744282335051,within
fish01,67.49,2500,125.0,20.0,20.0,21.19764814984892,3.7461847833456767,11.295220918933293,49.21603242431189,44.22522151101514,2052,5110,471.3601991461106,263.73714843406674,776.1373475801773,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.3892932330690222,1.193157139323939,0.4682102128852816,0.9267716494989202,0.4193357618292945,0.0191345374823842,within
fish01,67.49,2512,125.6,20.0,20.0,20.7375253382597,3.8138083238091,11.772483774662868,47.57474339452227,44.09253167283194,1958,5278,458.1907460211106,263.84991535627574,761.2006613773864,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.0708295785201897,1.193157139323939,0.4682102128852816,0.9267716494989202,0.4193357618292945,0.0119162898203065,within
fish01,67.49,2525,126.25,20.0,20.0,20.96660821949371,3.82945614962508,12.24974663039244,48.40104752676118,44.123881435914825,1872,5878,458.00801596768224,263.7662011443137,759.214217111996,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.1582533027138204,1.193157139323939,0.4682102128852816,0.9267716494989202,0.4193357618292945,0.0182275857630647,within
fish01,67.49,2563,128.15,20.0,20.0,20.79590177359478,3.6917506344932303,13.681535197581171,49.827271097474906,43.92547713318729,1798,6012,466.7857273563338,266.0691306830406,768.8148580393745,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.0124531431851089,1.193157139323939,0.4682102128852816,0.9267716494989202,0.4193357618292945,0.0176159120452742,within
fish01,67.49,2564,128.2,20.0,20.0,20.658766519957723,3.728648727341857,13.840622816157692,48.72930533271909,43.63859235957561,1798,5978,466.8123115460244,266.0671840684573,768.8394956144817,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.1495883968221676,1.193157139323939,0.4682102128852816,0.9267716494989202,0.4193357618292945,0.0157974257082132,within
fish01,67.49,2567,128.35,20.0,20.0,21.168616815195165,3.761668270885967,13.681535197581171,46.5560122725839,43.68557683069152,1798,6024,466.49946446169633,266.0774705267906,768.536934988487,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.3602618984152741,1.193157139323939,0.4682102128852816,0.9267716494989202,0.4193357618292945,0.0150097541086368,within
fish01,67.49,2568,128.4,20.0,20.0,21.039577434145496,3.806047075243608,13.681535197581171,47.642658802651496,43.78576142327815,1802,6066,466.38823193357496,266.0812530788739,768.5094850124487,20.80835491677989,3.7047248508619215,47.14461247637051,44.34499613098476,0.2312225173656052,1.193157139323939,0.4682102128852816,0.9267716494989202,0.4193357618292945,0.0154091721546771,within
