FishID,Weight (g),FrameIndex,Timestamp (s),FPS_Top,FPS_Front,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score,_SelectionMode
fish3+4,143.15,1498,74.9,20.0,20.0,32.61366207273071,9.592986269640816,3.333333333333333,258.72203261281754,76.02739809705194,4079,1057,432.8680815923997,256.84667965660094,771.2947612490008,available
fish3+4,143.15,1506,75.3,20.0,20.0,32.57654895469592,9.60969311560964,3.2,259.00644671975726,76.01913372400797,4169,713,431.6883159673997,253.8905598649343,768.958875832334,available
fish3+4,143.15,2022,101.1,20.0,20.0,24.89110563780528,7.716038610713313,1.4666666666666666,137.25824800910124,56.43858941827048,2558,153,436.5503029076847,259.8150812962744,747.5253842039591,available
fish3+4,143.15,2211,110.55,20.0,20.0,26.53514842393504,6.648590010368853,1.4666666666666666,145.37353052711413,60.79096496441561,2512,180,439.465550244574,256.2209765541925,745.9265267987664,available
fish3+4,143.15,2248,112.4,20.0,20.0,26.887366474075453,6.324764684095683,29.466666666666665,133.6556693211983,60.12317658248084,2327,271,439.2868172733824,254.06089836625,739.8877156396325,available
fish3+4,143.15,2412,120.6,20.0,20.0,27.05940018758564,6.687053641786093,1.4666666666666666,143.28782707622295,60.892568044674746,2340,178,436.6659364329398,256.1266176278749,739.5925540608147,available
fish3+4,143.15,2500,125.0,20.0,20.0,27.374380319774733,6.748232343725108,1.4666666666666666,145.35456958665148,61.55391753091604,2346,180,439.290216861301,254.9756704538557,741.1858873151567,available
fish3+4,143.15,2687,134.35,20.0,20.0,98.446417356119,59.61992126728719,63.86666666666667,4514.599924156238,269.61791291976505,39664,66326,556.2786518506463,316.21511385573285,1665.773765706379,available
fish3+4,143.15,2705,135.25,20.0,20.0,95.40931035885473,66.14107347717594,29.2,4405.821008722032,262.56534778494387,27396,5098,412.7229285751343,236.7388930273691,1197.3818216025034,available
fish3+4,143.15,2930,146.5,20.0,20.0,72.59042413508769,50.62765345301093,6.666666666666667,3173.132347364429,219.5087975717261,64176,2188,428.8392461927437,240.15274375405832,1952.511989946802,available
fish3+4,143.15,2945,147.25,20.0,20.0,69.91001312782599,64.45742157468078,33.86666666666667,3833.845278725824,241.07307905603852,82223,17961,422.49159937199727,240.176380196084,2307.127979568081,available
fish3+4,143.15,3165,158.25,20.0,20.0,100.09400208273694,69.91001312782599,9.466666666666669,6167.823284034887,300.8932591072439,32227,4574,427.0805762166152,254.3145213240624,1325.9350975406776,available
